High,High_x,HighMedium,HighMedium_x,Medium,Medium_x,MediumLow,MediumLow_x,Low,Low_x
,,,,23026,2004-03-24,48960,2004-12-17,75573,2004-06-04
,,,,76712,2004-07-28,87055,2004-06-18,12650,2004-04-29
,,,,50032,2004-07-26,75828,2004-03-24,64282,2004-12-02
,,,,12060,2004-07-28,20204,2004-03-29,82643,2004-06-01
,,,,65875,2004-01-30,76887,2004-06-21,90162,2004-03-11
,,,,89525,2004-07-28,43553,2004-02-24,24643,2004-03-23
,,,,84020,2004-07-21,26518,2004-06-21,17005,2004-06-21
,,,,76841,2004-05-24,66181,2004-01-30,11081,2004-07-01
,,,,75607,2004-08-06,58990,2004-03-24,77418,2004-05-17
,,,,66800,2004-07-16,64390,2004-08-25,27983,2004-10-14
,,,,23229,2004-04-29,19561,2004-12-09,42534,2004-01-12
,,,,83435,2004-02-24,60097,2004-07-12,62092,2004-12-08
,,,,27828,2004-03-23,60986,2004-06-18,10104,2004-03-11
,,,,78139,2004-08-11,11970,2004-03-22,91380,2004-01-02
,,,,75857,2004-07-28,24221,2004-03-26,10107,2004-11-12
,,,,90609,2004-07-21,83462,2004-10-19,12570,2004-11-26
,,,,44644,2004-04-30,16678,2004-07-28,77481,2004-01-02
,,,,48267,2004-06-17,25013,2004-08-12,36468,2004-03-23
,,,,70519,2004-07-29,26403,2004-07-23,12490,2004-02-05
,,,,25582,2004-03-15,43123,2004-08-12,53479,2004-05-10
,,,,85522,2004-04-30,52337,2004-04-30,86868,2004-11-03
,,,,28484,2004-07-21,12067,2004-06-14,32707,2004-05-21
,,,,85963,2004-08-12,59010,2004-06-28,12052,2004-05-14
,,,,41443,2004-08-13,21207,2004-03-24,76226,2004-04-13
,,,,83862,2004-02-23,80055,2004-07-26,56223,2004-11-02
,,,,84342,2004-03-23,24643,2004-07-30,77606,2004-08-12
,,,,82598,2004-04-30,21186,2004-01-28,60943,2004-05-17
,,,,86176,2004-04-30,84381,2004-06-29,45751,2004-01-02
,,,,25769,2004-07-28,22509,2004-07-21,54827,2004-11-01
,,,,53613,2004-07-26,85926,2004-10-19,25769,2004-06-30
,,,,10138,2004-03-24,54148,2004-04-29,62148,2004-04-29
,,,,56223,2004-08-31,26382,2004-06-21,24766,2004-11-02
,,,,10147,2004-07-29,41355,2004-10-20,89014,2004-01-13
,,,,81138,2004-04-30,56573,2004-03-22,81593,2004-11-01
,,,,42200,2004-11-22,66114,2004-04-30,76282,2004-06-14
,,,,83981,2004-03-24,75510,2004-10-25,24459,2004-06-03
,,,,50906,2004-03-24,85032,2004-11-09,17478,2004-01-02
,,,,22779,2004-03-24,10890,2004-07-26,11674,2004-02-04
,,,,45671,2004-08-31,77768,2004-10-25,51596,2004-03-24
,,,,79879,2004-08-12,49656,2004-12-13,21178,2004-04-01
,,,,10078,2004-09-27,77157,2004-04-29,22103,2004-12-10
,,,,14323,2004-12-23,76644,2004-05-25,54148,2004-10-11
,,,,83332,2004-03-23,18542,2004-07-26,84519,2004-06-03
,,,,76619,2004-10-22,84788,2004-03-22,26112,2004-02-10
,,,,67467,2004-08-31,21979,2004-04-30,22293,2004-04-13
,,,,88587,2004-10-19,64311,2004-08-31,27828,2004-11-02
,,,,92655,2004-06-21,27887,2004-07-26,45671,2004-10-14
,,,,57904,2004-10-19,86580,2004-07-28,79973,2004-01-02
,,,,46703,2004-10-26,85348,2004-08-13,81138,2004-09-15
,,,,68591,2004-09-30,39917,2004-07-28,60871,2004-06-03
,,,,76605,2004-08-06,19350,2004-03-22,10147,2004-12-20
,,,,76565,2004-04-30,70332,2004-12-10,79879,2004-07-27
,,,,77730,2004-05-24,60206,2004-07-27,50906,2004-09-23
,,,,59440,2004-08-23,76638,2004-04-30,83693,2004-10-25
,,,,55976,2004-06-28,61743,2004-03-22,12067,2004-03-22
,,,,64186,2004-06-21,21573,2004-10-21,59459,2004-06-01
,,,,77281,2004-07-28,12431,2004-03-24,73940,2004-02-04
,,,,12062,2004-07-19,45751,2004-06-28,11607,2004-04-21
,,,,15720,2004-11-09,22103,2004-08-12,77281,2004-02-04
,,,,47896,2004-04-30,61241,2004-05-17,82775,2004-03-09
,,,,64653,2004-12-17,23536,2004-07-28,52090,2004-06-14
,,,,61065,2004-07-29,79108,2004-09-08,11896,2004-01-02
,,,,69550,2004-08-10,45356,2004-04-14,26403,2004-08-05
,,,,89813,2004-03-22,79094,2004-02-23,54181,2004-01-29
,,,,77668,2004-04-30,90352,2004-04-30,10299,2004-12-09
,,,,10137,2004-03-22,24803,2004-09-27,10401,2004-02-04
,,,,12140,2004-04-30,60599,2004-12-07,10942,2004-04-02
,,,,77605,2004-05-17,62148,2004-03-25,81061,2004-06-29
,,,,86868,2004-10-22,26112,2004-07-26,78139,2004-01-02
,,,,30382,2004-08-31,84001,2004-05-24,12431,2004-08-09
,,,,22517,2004-07-30,76282,2004-03-11,61065,2004-12-08
,,,,27959,2004-09-27,83601,2004-08-12,75224,2004-11-02
,,,,24985,2004-09-28,76226,2004-08-09,84372,2004-03-24
,,,,89070,2004-08-09,25785,2004-07-26,12503,2004-02-05
,,,,88668,2004-07-28,35554,2004-02-03,75257,2004-09-27
,,,,42024,2004-11-29,23915,2004-04-30,42200,2004-12-17
,,,,12052,2004-07-26,23990,2004-03-23,23309,2004-08-09
,,,,57665,2004-06-30,60506,2004-08-12,25582,2004-06-28
,,,,54181,2004-07-26,58683,2004-05-18,53866,2004-01-08
,,,,75646,2004-09-24,79212,2004-04-30,12140,2004-11-02
,,,,24942,2004-03-22,48725,2004-07-15,81540,2004-06-22
,,,,46877,2004-10-22,28345,2004-08-06,85913,2004-02-04
,,,,68304,2004-04-21,52978,2004-04-30,13119,2004-04-29
,,,,79323,2004-10-25,22592,2004-07-19,30681,2004-09-15
,,,,59459,2004-07-26,12079,2004-10-20,11762,2004-05-17
,,,,45241,2004-08-13,23579,2004-08-12,25953,2004-06-03
,,,,24109,2004-07-16,77274,2004-04-30,76557,2004-05-11
,,,,81655,2004-04-20,32379,2004-03-24,76149,2004-03-26
,,,,15560,2004-03-24,30681,2004-07-26,61735,2004-11-02
,,,,45495,2004-08-12,23887,2004-10-18,42796,2004-07-26
,,,,35051,2004-07-26,21178,2004-03-11,20204,2004-01-02
,,,,10942,2004-04-30,78083,2004-04-30,60628,2004-06-28
,,,,84032,2004-03-23,27430,2004-07-26,84020,2004-11-02
,,,,40539,2004-08-09,39490,2004-04-30,46877,2004-09-23
,,,,90537,2004-02-24,10299,2004-03-15,38682,2004-11-01
,,,,76240,2004-07-26,59328,2004-08-30,42024,2004-01-02
,,,,18163,2004-10-25,83693,2004-09-28,15560,2004-11-02
,,,,10874,2004-03-24,84129,2004-07-26,25785,2004-04-13
,,,,76171,2004-08-13,87447,2004-02-19,86305,2004-03-11
,,,,27043,2004-07-26,86305,2004-08-13,24272,2004-08-06
,,,,89258,2004-03-26,10401,2004-09-27,66800,2004-08-12
,,,,84519,2004-10-21,82686,2004-03-24,41080,2004-09-08
,,,,47175,2004-08-13,79718,2004-10-26,38156,2004-06-09
,,,,23318,2004-07-27,85914,2004-07-26,58990,2004-04-30
,,,,34032,2004-08-10,38762,2004-07-26,22592,2004-01-06
,,,,69796,2004-03-24,11308,2004-06-30,10890,2004-05-10
,,,,24205,2004-09-29,14322,2004-01-30,46703,2004-08-06
,,,,78916,2004-02-24,77418,2004-05-17,11703,2004-04-14
,,,,86946,2004-07-28,19393,2004-03-23,86591,2004-01-28
,,,,86314,2004-01-26,15069,2004-05-19,26710,2004-08-09
,,,,48506,2004-03-15,11081,2004-01-29,23660,2004-10-27
,,,,29946,2004-08-09,87137,2004-07-26,43553,2004-01-06
,,,,48653,2004-04-30,75333,2004-05-17,34746,2004-10-22
,,,,77606,2004-07-26,75577,2004-11-03,76171,2004-02-05
,,,,75573,2004-02-23,66093,2004-08-09,21371,2004-06-03
,,,,19502,2004-03-23,18016,2004-04-30,89258,2004-09-17
,,,,75592,2004-01-29,52230,2004-05-10,80913,2004-07-01
,,,,59248,2004-08-13,75224,2004-06-21,22840,2004-10-19
,,,,60628,2004-07-26,42083,2004-06-21,12079,2004-08-09
,,,,49154,2004-03-24,40416,2004-10-20,60506,2004-03-11
,,,,13901,2004-07-30,24643,2004-01-08,86021,2004-02-04
,,,,49429,2004-03-24,18729,2004-05-19,28222,2004-09-22
,,,,16600,2004-07-26,22592,2004-03-24,76090,2004-02-05
,,,,47159,2004-12-20,56223,2004-02-23,42906,2004-02-24
,,,,85073,2004-07-16,77702,2004-01-30,49656,2004-01-02
,,,,18092,2004-09-27,50032,2004-07-06,71175,2004-12-23
,,,,59192,2004-08-12,15560,2004-10-19,88313,2004-12-17
,,,,10324,2004-06-21,77281,2004-01-09,20053,2004-01-29
,,,,12650,2004-07-19,14322,2004-09-27,87447,2004-11-10
,,,,61735,2004-08-17,35554,2004-10-28,65787,2004-10-05
,,,,13821,2004-08-25,76638,2004-01-30,89525,2004-09-27
,,,,61399,2004-08-12,61065,2004-03-22,64390,2004-05-11
,,,,10225,2004-07-27,13100,2004-03-10,75607,2004-06-03
,,,,46578,2004-04-30,12052,2004-01-28,45356,2004-03-25
,,,,87842,2004-03-23,17478,2004-08-09,77129,2004-01-30
,,,,17005,2004-07-26,24109,2004-07-06,60206,2004-12-13
,,,,89179,2004-02-26,23077,2004-05-17,86946,2004-09-01
,,,,65138,2004-06-15,23473,2004-04-30,79323,2004-11-02
,,,,89195,2004-07-16,77462,2004-07-26,48506,2004-12-08
,,,,83583,2004-07-27,88853,2004-07-29,52476,2004-06-04
,,,,17830,2004-09-30,46674,2004-03-11,27633,2004-04-20
,,,,10516,2004-03-23,36469,2004-06-17,36397,2004-10-20
,,,,24010,2004-07-26,85032,2004-04-29,38762,2004-01-02
,,,,25232,2004-05-26,77606,2004-04-21,85058,2004-11-01
,,,,38682,2004-07-29,76605,2004-04-30,87842,2004-11-02
,,,,59176,2004-04-30,59440,2004-07-26,23026,2004-01-02
,,,,77661,2004-02-20,59184,2004-01-13,52038,2004-10-19
,,,,81061,2004-07-26,18163,2004-06-30,63060,2004-01-02
,,,,70092,2004-04-21,23887,2004-04-29,43449,2004-11-01
,,,,53831,2004-04-30,13056,2004-03-24,84032,2004-02-02
,,,,64565,2004-03-23,14656,2004-05-17,23819,2004-10-19
,,,,53866,2004-08-13,11308,2004-03-24,85269,2004-06-14
,,,,13056,2004-08-30,89258,2004-08-13,79212,2004-11-30
,,,,66157,2004-04-30,43553,2004-10-22,75825,2004-02-04
,,,,77063,2004-02-13,88661,2004-08-06,45495,2004-05-10
,,,,78034,2004-01-15,25320,2004-08-12,78877,2004-12-17
,,,,78263,2004-03-22,75175,2004-12-20,76240,2004-01-02
,,,,51706,2004-03-23,43449,2004-03-24,29102,2004-06-03
,,,,51043,2004-07-30,10516,2004-03-24,28484,2004-10-15
,,,,48274,2004-05-12,45356,2004-07-26,82642,2004-05-20
,,,,70536,2004-07-26,16600,2004-02-20,90537,2004-03-24
,,,,38703,2004-10-28,48485,2004-08-13,14277,2004-10-28
,,,,23077,2004-07-26,75646,2004-07-26,70332,2004-03-11
,,,,84036,2004-08-06,50876,2004-07-29,69796,2004-11-29
,,,,83596,2004-07-29,55976,2004-08-06,11850,2004-03-24
,,,,57568,2004-04-30,49154,2004-07-12,10137,2004-01-09
,,,,71686,2004-02-24,18403,2004-08-17,85032,2004-09-15
,,,,56232,2004-03-23,87842,2004-08-12,77546,2004-02-03
,,,,63060,2004-04-30,19561,2004-05-24,90319,2004-11-02
,,,,27713,2004-07-30,10874,2004-08-17,57817,2004-02-04
,,,,21371,2004-06-30,25013,2004-08-12,15069,2004-10-25
,,,,12490,2004-01-23,11955,2004-03-23,27430,2004-01-02
,,,,36397,2004-06-03,66325,2004-10-21,28345,2004-08-05
,,,,86021,2004-07-26,57904,2004-07-28,86799,2004-01-15
,,,,45277,2004-04-23,64282,2004-03-19,84036,2004-02-23
,,,,68144,2004-09-29,81655,2004-07-16,13928,2004-03-26
,,,,59408,2004-10-25,83462,2004-07-30,13856,2004-10-22
,,,,60442,2004-01-27,24803,2004-07-28,39538,2004-03-11
,,,,64282,2004-03-22,76619,2004-10-22,21792,2004-10-22
,,,,88845,2004-07-26,86305,2004-08-30,87137,2004-09-01
,,,,16424,2004-04-30,82598,2004-04-30,86756,2004-02-05
,,,,52919,2004-03-24,12079,2004-03-24,65883,2004-11-02
,,,,64995,2004-06-21,10696,2004-10-22,77702,2004-06-03
,,,,24360,2004-08-12,19166,2004-07-26,77730,2004-04-01
,,,,60943,2004-10-25,86356,2004-01-29,45277,2004-06-01
,,,,49373,2004-01-28,20626,2004-08-17,40539,2004-02-05
,,,,22752,2004-02-23,34817,2004-07-23,44951,2004-09-08
,,,,86136,2004-04-30,52476,2004-05-20,61743,2004-10-19
,,,,77481,2004-07-30,36468,2004-10-25,49373,2004-02-03
,,,,23473,2004-08-17,41355,2004-06-14,24803,2004-11-03
,,,,43449,2004-10-28,26825,2004-05-10,51369,2004-06-03
,,,,62308,2004-10-20,81593,2004-01-28,85963,2004-09-29
,,,,40125,2004-10-19,60442,2004-12-07,51377,2004-09-27
,,,,10107,2004-10-20,82642,2004-10-25,76624,2004-08-12
,,,,75100,2004-07-28,60986,2004-03-24,53065,2004-07-01
,,,,61621,2004-08-13,66181,2004-07-19,59010,2004-07-13
,,,,25081,2004-08-17,16424,2004-08-13,88587,2004-07-01
,,,,54827,2004-04-30,11762,2004-05-17,49429,2004-04-13
,,,,42906,2004-07-26,53866,2004-08-13,90609,2004-07-01
,,,,35044,2004-07-12,11703,2004-10-21,80055,2004-10-08
,,,,88313,2004-04-30,61399,2004-10-25,52230,2004-09-08
,,,,81774,2004-03-15,15077,2004-06-21,77462,2004-09-01
,,,,17806,2004-06-21,21207,2004-10-29,75577,2004-04-20
,,,,52038,2004-03-23,85914,2004-01-13,23318,2004-08-05
,,,,52695,2004-08-13,60599,2004-03-23,21573,2004-11-02
,,,,32707,2004-04-30,86414,2004-05-20,24046,2004-08-05
,,,,52090,2004-08-17,17750,2004-03-31,47466,2004-04-20
,,,,70500,2004-08-31,47159,2004-08-16,45241,2004-11-02
,,,,14277,2004-08-12,67467,2004-12-08,79057,2004-09-09
,,,,75825,2004-07-29,23579,2004-05-20,79323,2004-03-11
,,,,14541,2004-03-24,87055,2004-09-27,84519,2004-04-28
,,,,50227,2004-02-24,81138,2004-09-08,68304,2004-05-20
,,,,26825,2004-07-19,57665,2004-04-30,49429,2004-08-06
,,,,11850,2004-04-20,84372,2004-07-19,53866,2004-05-07
,,,,23712,2004-10-19,24766,2004-10-25,10138,2004-06-03
,,,,24563,2004-07-19,57568,2004-07-23,11976,2004-01-13
,,,,13928,2004-03-23,41443,2004-03-24,82775,2004-11-02
,,,,29102,2004-07-28,39642,2004-10-20,48653,2004-07-06
,,,,24328,2004-04-30,18016,2004-07-26,17005,2004-03-26
,,,,71175,2004-04-29,76644,2004-04-30,15560,2004-12-09
,,,,64936,2004-07-28,43123,2004-08-06,40539,2004-06-21
,,,,70033,2004-02-23,75257,2004-07-16,59192,2004-11-02
,,,,11674,2004-08-12,76090,2004-03-11,85631,2004-03-24
,,,,22947,2004-11-22,23915,2004-05-20,19166,2004-04-13
,,,,18411,2004-04-29,62834,2004-11-12,30382,2004-07-20
,,,,13856,2004-08-06,38578,2004-08-17,76619,2004-06-14
,,,,22111,2004-10-20,51377,2004-07-28,87842,2004-01-06
,,,,71563,2004-07-26,23229,2004-04-29,77462,2004-02-24
,,,,42083,2004-03-22,17806,2004-08-06,26710,2004-02-24
,,,,77546,2004-01-14,11896,2004-07-19,89626,2004-01-06
,,,,53479,2004-10-19,75577,2004-05-17,13100,2004-04-20
,,,,34746,2004-03-31,32379,2004-05-21,25013,2004-11-02
,,,,25320,2004-08-12,60871,2004-04-20,86868,2004-03-11
,,,,46674,2004-03-22,89757,2004-07-27,89179,2004-01-02
,,,,48485,2004-05-10,20415,2004-09-27,42796,2004-09-10
,,,,12570,2004-07-26,41080,2004-04-20,14322,2004-02-05
,,,,21936,2004-10-25,10147,2004-04-30,38156,2004-02-02
,,,,,,77178,2004-04-21,76605,2004-05-03
,,,,,,21573,2004-03-24,86314,2004-02-04
,,,,,,58990,2004-03-24,19393,2004-04-20
,,,,,,12431,2004-10-25,76757,2004-02-04
,,,,,,10145,2004-08-13,62308,2004-09-13
,,,,,,35051,2004-10-19,89258,2004-09-15
,,,,,,14593,2004-07-26,52476,2004-09-01
,,,,,,22779,2004-05-10,37584,2004-11-23
,,,,,,26403,2004-10-19,75607,2004-12-09
,,,,,,84036,2004-05-13,76557,2004-02-04
,,,,,,23990,2004-04-30,66325,2004-09-08
,,,,,,59379,2004-10-19,88845,2004-09-07
,,,,,,10078,2004-08-13,75592,2004-09-20
,,,,,,43350,2004-05-17,48725,2004-01-07
,,,,,,22103,2004-03-11,50227,2004-08-09
,,,,,,21186,2004-10-08,75175,2004-01-28
,,,,,,24272,2004-11-05,80599,2004-11-01
,,,,,,75912,2004-07-29,52230,2004-03-24
,,,,,,48267,2004-08-06,77178,2004-07-01
,,,,,,45277,2004-07-19,77546,2004-06-09
,,,,,,19350,2004-12-07,75510,2004-05-10
,,,,,,81774,2004-05-25,81593,2004-02-04
,,,,,,10942,2004-03-23,23660,2004-02-03
,,,,,,10299,2004-06-16,69550,2004-09-27
,,,,,,24563,2004-10-29,18542,2004-09-07
,,,,,,39917,2004-03-24,62148,2004-05-07
,,,,,,22509,2004-03-24,89014,2004-07-26
,,,,,,49429,2004-06-21,77702,2004-06-14
,,,,,,85631,2004-01-28,78975,2004-12-08
,,,,,,77418,2004-01-07,21979,2004-07-08
,,,,,,52695,2004-07-19,65883,2004-06-04
,,,,,,64311,2004-05-19,40125,2004-01-07
,,,,,,88668,2004-07-21,88661,2004-09-03
,,,,,,87292,2004-02-24,24328,2004-01-02
,,,,,,39087,2004-07-26,75224,2004-02-04
,,,,,,64653,2004-09-16,48485,2004-06-01
,,,,,,47175,2004-05-17,85913,2004-08-13
,,,,,,60206,2004-04-30,75489,2004-09-27
,,,,,,77157,2004-12-16,20220,2004-09-27
,,,,,,58246,2004-07-22,88853,2004-11-02
,,,,,,70033,2004-02-05,34817,2004-04-13
,,,,,,81285,2004-01-28,41355,2004-06-15
,,,,,,64390,2004-07-29,62092,2004-10-26
,,,,,,70578,2004-05-17,64311,2004-07-26
,,,,,,75573,2004-10-25,59176,2004-11-03
,,,,,,77284,2004-07-28,61065,2004-11-02
,,,,,,86580,2004-10-27,17806,2004-07-01
,,,,,,79323,2004-04-29,24563,2004-12-03
,,,,,,24459,2004-12-07,27633,2004-12-17
,,,,,,56573,2004-07-08,70578,2004-06-04
,,,,,,53831,2004-07-26,60628,2004-01-15
,,,,,,80080,2004-10-20,47175,2004-12-13
,,,,,,22840,2004-03-24,85914,2004-03-11
,,,,,,52978,2004-06-29,89195,2004-06-03
,,,,,,40539,2004-06-28,49015,2004-04-13
,,,,,,59192,2004-04-23,61735,2004-07-26
,,,,,,10890,2004-07-23,23915,2004-06-25
,,,,,,61735,2004-07-22,45751,2004-07-08
,,,,,,59248,2004-01-28,15202,2004-08-03
,,,,,,11850,2004-05-20,77768,2004-08-09
,,,,,,20220,2004-07-21,23309,2004-12-02
,,,,,,70500,2004-08-13,11850,2004-10-12
,,,,,,43772,2004-02-03,20204,2004-02-03
,,,,,,13928,2004-08-06,57817,2004-10-15
,,,,,,85753,2004-04-21,42024,2004-09-08
,,,,,,53065,2004-12-17,44644,2004-02-03
,,,,,,20204,2004-07-28,81055,2004-05-10
,,,,,,37161,2004-09-22,92655,2004-06-03
,,,,,,68591,2004-04-21,51596,2004-11-02
,,,,,,76656,2004-10-29,49154,2004-02-27
,,,,,,77768,2004-04-29,66181,2004-01-02
,,,,,,53479,2004-08-31,39917,2004-06-01
,,,,,,76282,2004-07-23,46703,2004-01-02
,,,,,,45751,2004-03-24,27887,2004-06-04
,,,,,,65875,2004-02-19,39538,2004-05-10
,,,,,,82775,2004-01-30,44951,2004-12-08
,,,,,,66114,2004-03-24,64565,2004-02-24
,,,,,,56274,2004-04-29,34032,2004-10-14
,,,,,,80100,2004-03-22,61399,2004-04-06
,,,,,,38762,2004-12-08,15069,2004-01-02
,,,,,,29946,2004-08-27,28345,2004-11-01
,,,,,,77661,2004-04-30,28484,2004-10-14
,,,,,,47896,2004-04-30,14541,2004-12-02
,,,,,,79057,2004-12-22,24942,2004-09-27
,,,,,,26710,2004-05-20,86356,2004-03-15
,,,,,,54148,2004-06-14,39642,2004-11-19
,,,,,,65138,2004-08-13,53831,2004-01-12
,,,,,,75607,2004-03-23,60943,2004-03-22
,,,,,,75592,2004-08-13,70332,2004-07-01
,,,,,,59459,2004-05-11,84372,2004-04-30
,,,,,,12570,2004-02-23,64282,2004-01-13
,,,,,,51596,2004-09-08,38682,2004-01-30
,,,,,,49905,2004-10-19,25769,2004-11-02
,,,,,,52090,2004-10-22,60506,2004-10-28
,,,,,,13856,2004-08-06,76090,2004-02-19
,,,,,,62308,2004-01-29,73139,2004-11-01
,,,,,,66800,2004-12-27,60599,2004-04-14
,,,,,,40061,2004-09-27,89757,2004-02-24
,,,,,,59010,2004-03-23,14891,2004-01-13
,,,,,,90352,2004-06-21,83435,2004-06-03
,,,,,,22293,2004-07-26,13928,2004-12-02
,,,,,,79879,2004-03-22,77281,2004-08-09
,,,,,,85963,2004-03-15,79237,2004-02-04
,,,,,,88313,2004-05-24,86799,2004-11-01
,,,,,,75828,2004-08-13,14277,2004-10-20
,,,,,,75825,2004-07-27,68591,2004-10-13
,,,,,,63060,2004-08-13,41080,2004-03-22
,,,,,,77063,2004-07-23,84342,2004-07-08
,,,,,,24985,2004-02-10,75034,2004-02-09
,,,,,,14891,2004-08-09,80266,2004-08-09
,,,,,,28345,2004-06-17,87137,2004-02-24
,,,,,,25487,2004-05-21,89070,2004-08-05
,,,,,,11081,2004-04-30,45277,2004-06-03
,,,,,,21792,2004-07-23,10874,2004-06-22
,,,,,,42024,2004-10-28,83583,2004-09-01
,,,,,,26382,2004-07-26,38762,2004-11-02
,,,,,,10138,2004-08-09,81655,2004-02-27
,,,,,,60628,2004-01-30,90110,2004-09-08
,,,,,,69032,2004-07-26,84036,2004-08-06
,,,,,,27633,2004-12-29,77481,2004-08-06
,,,,,,83862,2004-05-10,29102,2004-10-14
,,,,,,25769,2004-08-06,85073,2004-01-02
,,,,,,92655,2004-07-27,54148,2004-06-03
,,,,,,48960,2004-08-13,76240,2004-11-01
,,,,,,48506,2004-08-23,77661,2004-03-11
,,,,,,70519,2004-03-17,70092,2004-07-01
,,,,,,24205,2004-05-21,79108,2004-11-03
,,,,,,24221,2004-07-30,36468,2004-12-09
,,,,,,75333,2004-12-08,83332,2004-06-30
,,,,,,83601,2004-10-22,27983,2004-09-23
,,,,,,11674,2004-08-31,90319,2004-02-26
,,,,,,85348,2004-08-13,90352,2004-04-19
